name,description,image,attributes
25,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/25.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl Blue'}, {'trait_type': 'Right Eye', 'value': 'Rainbow'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Hoodie'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

26,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/26.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Robot'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Formal TieDye'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Pablo Fitted Green'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

27,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/27.png,"[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Fur Coat Brown'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': '10 Gallon'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

28,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/28.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache White'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Tank Top NY'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Docker Beanie'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

29,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/29.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite Gold Grill'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Afro'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

30,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/30.png,"[{'trait_type': 'Background', 'value': 'Magenta'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Jewelry', 'value': 'Nose Stud'}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

31,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/31.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered Blue'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Pablo des Gar�ons'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Pablo Fitted Green'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

32,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/32.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Varsity Jacket Blue'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Ski Goggles'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

33,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/33.png,"[{'trait_type': 'Background', 'value': 'Indigo'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache Rainbow'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'T-Shirt Blue Stripes'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Afro'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

34,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/34.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Hoodie Denim Jacket'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Fisherman Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

35,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/35.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered Blue'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Russian Pablo T-Shirt'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Pablo Fitted Green'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

36,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/36.png,"[{'trait_type': 'Background', 'value': 'Magenta'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl'}, {'trait_type': 'Right Eye', 'value': 'Emerald'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Formal Black Tie'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

37,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/37.png,"[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite Blue'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Bowler Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

38,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/38.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered Blue'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Tuxedo'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Fez'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

39,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/39.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Mosaic'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered Blue'}, {'trait_type': 'Right Eye', 'value': 'Rainbow'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Tank Top LA'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': ''}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

40,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/40.png,"[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite Blue'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': 'Varsity Jacket Red'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Lumberjack'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

41,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmeAVfDgQTpLn4aGDBWa7zzBqRVYPmrBeCCddEBgCAT6z8/41.png,"[{'trait_type': 'Background', 'value': 'Baby Blue'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered Blue'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Glass'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Leather Jacket'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Docker Beanie'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': '1'}]"

42,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/42.png,"[{'trait_type': 'Background', 'value': 'Pink'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Lip Bite Diamond'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'High'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Formal Black Tie'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Bandana Blue'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

43,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/43.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl Diamond'}, {'trait_type': 'Right Eye', 'value': 'Cotton Candy'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Fisherman Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

44,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/44.png,"[{'trait_type': 'Background', 'value': 'Green'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Unbothered Blue'}, {'trait_type': 'Right Eye', 'value': 'Emerald'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Sinister'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Afro'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

45,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/45.png,"[{'trait_type': 'Background', 'value': 'Pink'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Snarl'}, {'trait_type': 'Right Eye', 'value': 'Jade'}, {'trait_type': 'Left Eye', 'value': 'Glass'}, {'trait_type': 'Right Eyebrow', 'value': 'Tranquil'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': ''}, {'trait_type': 'Jewelry', 'value': 'Earring'}, {'trait_type': 'Headwear', 'value': 'Pablo Fitted Green'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

46,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/46.png,"[{'trait_type': 'Background', 'value': 'Peach'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache White'}, {'trait_type': 'Right Eye', 'value': 'Emerald'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Tank Top LA'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Docker Beanie'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

47,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/47.png,"[{'trait_type': 'Background', 'value': 'Grey'}, {'trait_type': 'Body', 'value': 'Purple'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache Pink'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Yellow'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Leather Jacket'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Fez'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

48,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/48.png,"[{'trait_type': 'Background', 'value': 'Magenta'}, {'trait_type': 'Body', 'value': 'Peach'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Crazy'}, {'trait_type': 'Right Eye', 'value': 'Pacman'}, {'trait_type': 'Left Eye', 'value': 'Blue Squint'}, {'trait_type': 'Right Eyebrow', 'value': 'Moody'}, {'trait_type': 'Left Eyebrow', 'value': 'Calm'}, {'trait_type': 'Clothing', 'value': 'Formal TieDye'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Party Hat'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

49,A combination of modern art aesthetic and early 20th century cubism inspired by the late Picasso.,ipfs://QmdX617o3jRF5bFffdrs9ud1n8Pi3GVrB1BSzh4QLUE3JC/49.png,"[{'trait_type': 'Background', 'value': 'Yellow'}, {'trait_type': 'Body', 'value': 'Brown'}, {'trait_type': 'Ear', 'value': 'Ear'}, {'trait_type': 'Head', 'value': 'Brown'}, {'trait_type': 'Mouth', 'value': 'Moustache Rainbow'}, {'trait_type': 'Right Eye', 'value': 'Gold'}, {'trait_type': 'Left Eye', 'value': 'Purple Lazy'}, {'trait_type': 'Right Eyebrow', 'value': 'Fancy'}, {'trait_type': 'Left Eyebrow', 'value': 'Snooty'}, {'trait_type': 'Clothing', 'value': 'Russian Pablo T-Shirt'}, {'trait_type': 'Jewelry', 'value': ''}, {'trait_type': 'Headwear', 'value': 'Lumberjack'}, {'trait_type': 'Name', 'value': ''}, {'trait_type': 'Generation', 'value': ''}]"

